target,best_baseline,best_baseline_MAE,lightgbm_MAE,absolute_MAE_improvement,percent_MAE_improvement
net_flow,historical_mean,1.342418672644203,1.2588672574523474,0.0835514151918555,6.223946142471464
rent_count,historical_mean,1.2539105198762512,1.007366041592784,0.24654447828346715,19.662047201565763
return_count,historical_mean,1.2038344413181097,0.9660439842641131,0.2377904570539966,19.752754107419758
