station_id,district,rows,rent_MAE,return_MAE,net_flow_MAE
ST-238,영등포구,720,0.3715330715010113,0.3317217292058708,0.5124389379048407
ST-1824,금천구,720,0.41497324441067873,0.3257659770228575,0.5108960609433525
ST-1208,송파구,720,0.42062446060177244,0.3013168353839919,0.5103817528192869
ST-1921,서초구,720,0.3129968978149512,0.2959786756078931,0.5103221010748721
ST-3364,강남구,720,0.43090214998193416,0.36297508832742637,0.5102569058105244
ST-260,영등포구,720,0.3611271303283574,0.35776587213446776,0.5102445166399648
ST-268,영등포구,720,0.38781491440660015,0.322075204162616,0.5101745840707853
ST-2073,노원구,720,0.4880335920361747,0.10924012834278915,0.508950528974254
ST-2590,송파구,720,0.40029592058762054,0.33520777305361876,0.5055726221505287
ST-2163,마포구,720,0.36766204195855934,0.3599722362419545,0.5048905030247014
ST-2650,송파구,720,0.44688658984772783,0.2640724865104903,0.5047645582485362
ST-2949,구로구,720,0.33789250838271623,0.3558581545711585,0.5047214509717419
ST-2440,용산구,720,0.3995654342411099,0.37527916903973924,0.5045797102921258
ST-3064,동작구,720,0.4059870603740826,0.2443532183126113,0.5015969398389909
ST-1054,강동구,720,0.3746634054983089,0.4017553076898068,0.5006381111804374
ST-2458,강북구,720,0.38377367176052113,0.35256398562737584,0.49997998673093846
ST-2181,용산구,720,0.4706955668372648,0.19178137472089185,0.49916434804153664
ST-1618,성동구,720,0.3613585198795334,0.22226722542515873,0.49798171174089456
ST-874,구로구,720,0.39230579216648953,0.25019640008321153,0.4975369158626372
ST-3263,강서구,720,0.3518537331671272,0.28112628481324725,0.49748746427114604
ST-986,광진구,720,0.45674615768179794,0.12486580220076011,0.4952591270220434
ST-88,마포구,720,0.4048643308266128,0.3065976909791007,0.4950103757477056
ST-2302,강남구,720,0.30575423353888026,0.29546480822116294,0.4947060899842807
ST-880,서초구,720,0.38237292836317793,0.36694139401069603,0.4946792294864478
ST-1768,도봉구,720,0.36229780969925407,0.37898880528820056,0.49412153357126026
ST-3144,서초구,720,0.3922485132517032,0.36929693944938524,0.49390702594062597
ST-2628,송파구,720,0.33893668270433724,0.34239985984832505,0.4933634184389115
ST-774,양천구,720,0.35530753055099507,0.38386140247690614,0.49304971428835026
